,title,jobFunction,industry
3765,Sales Account Manager (Microsoft ERP Products),['Sales/Retail'],['Computer Software']
8560,Senior Software C++ Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
10307,IT Specialist (Mid Level),"['Engineering - Telecom/Technology', 'Installation/Maintenance/Repair', 'IT/Software Development']",['Information Technology Services']
6432,Digital Marketing Specialist,['nan'],"['Architectural and Design Services', 'Construction - Residential & Commercial/Office']"
6967,OD Specialist,['Human Resources'],['Healthcare and Medical Services']
10453,MEP Manager,['Engineering - Mechanical/Electrical'],"['Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
10623,Senior Android Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
1473,Scrum Master,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
6340,Sales Manager - Eicher Bus - Al Futtaim - Dubai,"['Engineering - Mechanical/Electrical', 'Sales/Retail']","['Real Estate/Property Management', 'Construction - Residential & Commercial/Office', 'Retail']"
4821,Drupal Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
18,Chief Accountant,['Accounting/Finance'],['Education']
3560,Senior Operations Supervisor,"['Operations/Management', 'Logistics/Supply Chain', 'Engineering - Other']","['Logistics and Supply Chain', 'Information Technology Services', 'Computer Software']"
3951,Real Estate Sales Agent,['Sales/Retail'],"['Luxury Goods and Jewelry', 'Financial Services', 'Real Estate/Property Management']"
49,Costing & Budgeting Officer,['Accounting/Finance'],"['Construction - Residential & Commercial/Office', 'Engineering Services', 'Real Estate/Property Management']"
5437,Chief Financial Officer,['Accounting/Finance'],['Construction - Residential & Commercial/Office']
10757,Database Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Healthcare and Medical Services']
887,Google Cloud Development Intern,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software', 'Computer and Network Security']"
6261,Front-End Developer (Angular),"['Engineering - Telecom/Technology', 'IT/Software Development']","['Medical Devices and Supplies', 'Healthcare and Medical Services']"
6043,Admin Assistant,['Administration'],"['Business Services - Other', 'Education', 'Consumer Services']"
2616,IT Technical Support Engineer - Banha,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Customer Service/Support']","['Computer Software', 'Information Technology Services']"
516,Senior Web Designer,"['IT/Software Development', 'Creative/Design/Art']","['Information Technology Services', 'Computer Software', 'Graphic Design']"
3168,Radiology Technician,"['Installation/Maintenance/Repair', 'Medical/Healthcare', 'R&D/Science']","['Computer Software', 'Biotechnology', 'Medical Devices and Supplies']"
2949,Telesales Representative,['Customer Service/Support'],"['Information Technology Services', 'Computer Software']"
1424,Xamarin Forms Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Computer Hardware']"
139,Senior QC Software Engineer,"['Quality', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software', 'Insurance']"
1924,Senior Full Stack .NET Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Internet/E-commerce', 'Information Technology Services']"
2378,Senior Sales Manager,['Sales/Retail'],['Engineering Services']
3197,Social Media Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Real Estate/Property Management', 'Marketing and Advertising']"
5131,Office Administrator,['Administration'],['Marketing and Advertising']
112,Sales Account Manager (Microsoft ERP Products),['Sales/Retail'],['Computer Software']
4559,Digital Marketing Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Creative/Design/Art']",['Computer Software']
4595,Senior Customer Service Executive,['Customer Service/Support'],"['Information Technology Services', 'Internet/E-commerce', 'Marketing and Advertising']"
5329,WordPress Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software', 'Graphic Design']"
3250,CFO,['Accounting/Finance'],['Real Estate/Property Management']
4690,Software Data Analyst,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
8491,Service Desk Specialist,"['IT/Software Development', 'Customer Service/Support', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Hardware', 'Computer and Network Security']"
3697,Research & Development Associate,"['Education/Teaching', 'R&D/Science']","['Non-Profit Organizations', 'Education']"
4546,PMO (Project Management Office) Manager,"['Project/Program Management', 'Engineering - Construction/Civil/Architecture']","['Engineering Services', 'Real Estate/Property Management']"
8116,Tech Lead,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Logistics and Supply Chain', 'Computer Software']"
3277,Sales Manager - Fundraising,['Sales/Retail'],['Marketing and Advertising']
7481,Software Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Manufacturing']
7856,Senior .NET Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
4068,Real Estate Sales Agent,['Sales/Retail'],['Real Estate/Property Management']
4408,React Native App Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
7318,Senior Active Directory Security Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Telecommunications']"
9345,.Net Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
8479,English Instructor - Young Learners - Part Time,['Education/Teaching'],['Education']
3222,SAP ABAP Consultant,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
8935,Quality Assurance Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Quality']",['Information Technology Services']
451,Junior Graphic Designer - Alexandria,['Creative/Design/Art'],"['Fine Art', 'Marketing and Advertising', 'Graphic Design']"
3731,Accountant,['Accounting/Finance'],"['Marketing and Advertising', 'Computer Software']"
9744,HR Specialist - Tanta,['Human Resources'],"['Information Technology Services', 'Computer and Network Security', 'Marketing and Advertising']"
4986,Account Manager,['Business Development'],"['Information Technology Services', 'Computer Software']"
3663,Senior Sales Manager,['Sales/Retail'],['Engineering Services']
2763,Senior Digital Marketing Executive,"['Media/Journalism/Publishing', 'Business Development', 'Marketing/PR/Advertising']","['Business Services - Other', 'Internet/E-commerce', 'Information Technology Services']"
658,Senior iOS Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Engineering Services', 'Computer Software', 'Information Technology Services']"
5602,Secretary,['Administration'],['Marketing and Advertising']
1855,Senior Software Quality Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Quality']","['Computer Software', 'Computer Networking', 'Information Technology Services']"
4620,Head Of Talent Management,['Human Resources'],"['Manufacturing', 'Wholesale Trade', 'Retail']"
999,Senior Network Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Networking']"
389,Senior Sales Engineer,"['Engineering - Oil & Gas/Energy', 'Sales/Retail']","['Information Technology Services', 'Telecommunications']"
3407,Indirect Sales Representative,"['Business Development', 'Sales/Retail']",['Real Estate/Property Management']
6426,Senior Marketing Executive,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Business Services - Other', 'Public Relations and Communications', 'Marketing and Advertising']"
1476,Technical Support / Customer Complaint Specialist,"['Engineering - Telecom/Technology', 'Customer Service/Support', 'IT/Software Development']","['Computer Software', 'Internet/E-commerce', 'Information Technology Services']"
2240,HR Coordinator,['Human Resources'],['Marketing and Advertising']
2386,Sales Coordinator - Alexandria,['Sales/Retail'],"['Manufacturing', 'Computer Software']"
9944,2D Animator - Graphic Designer,['Creative/Design/Art'],['Information Technology Services']
992,Professional 3D Designer,['Creative/Design/Art'],['Real Estate/Property Management']
4997,Presales Consultant - Software,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Sales/Retail']","['Information Technology Services', 'Telecommunications']"
3922,Software Development Team Leader,"['IT/Software Development', 'Engineering - Telecom/Technology']","['E-Learning', 'Internet/E-commerce', 'Information Technology Services']"
2972,Motion Graphics Designer,['Creative/Design/Art'],['Marketing and Advertising']
3386,Technical Security Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Networking', 'Computer Software', 'Information Technology Services']"
6871,ICT Teacher,['Education/Teaching'],['Information Technology Services']
8643,Senior Back-End Developer Subject Code [SBE01],"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
10110,Account Executive,"['Sales/Retail', 'Pharmaceutical']","['Insurance', 'Healthcare and Medical Services']"
8243,Network Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
4769,Graphic Designer,['Creative/Design/Art'],['Marketing and Advertising']
1293,Civil Engineer,['Engineering - Construction/Civil/Architecture'],"['Construction - Residential & Commercial/Office', 'Real Estate/Property Management']"
1824,Graphic Designer,"['Marketing/PR/Advertising', 'Creative/Design/Art']","['Information Technology Services', 'Capital Markets', 'Marketing and Advertising']"
2873,Digital Marketing Specialist - Alexandria,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Market Research', 'Marketing and Advertising']"
4173,Account Executive,"['Marketing/PR/Advertising', 'Sales/Retail']","['Public Relations and Communications', 'Marketing and Advertising']"
2535,Assistant Commercial Manager | AFGRE,['Engineering - Construction/Civil/Architecture'],"['Construction - Residential & Commercial/Office', 'Real Estate/Property Management', 'Retail']"
9937,Electrical Engineer - Sadat City,['Engineering - Mechanical/Electrical'],['Manufacturing']
1907,Technical Project Manager,"['Project/Program Management', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
42,Software ERP Implementer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
10325,Product Owner,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
368,Senior ERP Sales,"['Sales/Retail', 'IT/Software Development']",['Computer Software']
6033,Mathematics Content Developer,"['Education/Teaching', 'Writing/Editorial']","['Education', 'E-Learning']"
1151,Sales & Pre-Sales Analyst,"['Sales/Retail', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
1567,Senior Android Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
7572,Operation Manager - Alexandria,['Operations/Management'],"['Marketing and Advertising', 'Internet/E-commerce', 'Business Services - Other']"
7044,Technical Support Engineer,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology']",['Education']
7756,Video Editor,"['Creative/Design/Art', 'Media/Journalism/Publishing']",['Marketing and Advertising']
8703,Content Writer,"['Media/Journalism/Publishing', 'Writing/Editorial', 'Marketing/PR/Advertising']",['Marketing and Advertising']
4160,Senior React Native Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
4287,Financial Auditor,['Accounting/Finance'],['Education']
2230,UI/UX Graphic Designer,['Creative/Design/Art'],"['Business Services - Other', 'Information Technology Services', 'Computer Software']"
7997,UI/UX Designer,"['Creative/Design/Art', 'IT/Software Development']","['Information Technology Services', 'Computer and Network Security', 'Computer Software']"
174,.NET Team Lead,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
1903,Senior Full Stack Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Sports', 'Computer Software', 'Transportation']"
1099,Nurse,['Medical/Healthcare'],['Education']
8872,Senior 3D Environment Modeler,"['Creative/Design/Art', 'Engineering - Telecom/Technology']","['Computer Games', 'Computer Software']"
3408,Telemarketing Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Sales/Retail']","['Computer Networking', 'Information Technology Services', 'Computer Software']"
1538,Robotics/Arduino Teacher,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Education/Teaching']",['Information Technology Services']
2292,Senior SharePoint Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Telecommunications', 'Internet/E-commerce']"
10116,Indoor Sales Representative,['Sales/Retail'],"['Media Production', 'Food and Beverage Production', 'Marketing and Advertising']"
1363,Medical Representative - Delta,"['Pharmaceutical', 'Sales/Retail']","['Engineering Services', 'Import and Export', 'Business Supplies and Equipment']"
4357,Digital Content Acquisition Specialist,['Business Development'],"['Telecommunications', 'Information Technology Services', 'Music']"
7897,Sales Account Executive / Manager,"['Sales/Retail', 'Customer Service/Support']","['Computer Networking', 'Information Technology Services']"
5260,Junior Accountant,['Accounting/Finance'],"['Accounting and Auditing Services', 'Manufacturing']"
8115,Finalizer,['Creative/Design/Art'],['Marketing and Advertising']
8291,Performance Marketing Manager,"['Marketing/PR/Advertising', 'Business Development']","['Healthcare and Medical Services', 'Pharmaceuticals', 'Information Technology Services']"
680,Sales Engineer,"['Sales/Retail', 'Engineering - Mechanical/Electrical']","['Construction - Industrial Facilities and Infrastructure', 'Retail', 'Engineering Services']"
10134,Senior Game Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Engineering Services', 'Computer Software', 'Research']"
8627,Senior Node.js Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
3664,CEO Personal Assistant - Mohandessin,['Administration'],"['Financial Services', 'Business Services - Other', 'Information Technology Services']"
9806,Production Engineer,"['Engineering - Mechanical/Electrical', 'Manufacturing/Production']",['Manufacturing']
1661,Senior .NET Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Telecommunications', 'Internet/E-commerce']"
508,SEO/SEM Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Computer Software', 'Information Technology Services', 'Marketing and Advertising']"
166,Senior Accountant,['Accounting/Finance'],"['Computer Software', 'Financial Services']"
5497,Telemarketing Consultant - Females Only,"['Sales/Retail', 'Customer Service/Support']",['Information Technology Services']
9030,Product Designer,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Creative/Design/Art']","['Travel and Tourism', 'Computer Software']"
1006,English Co-Teacher,['Education/Teaching'],['Education']
10255,E-Learning Specialist,"['Business Development', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
1914,IT Sales Account Manager,"['IT/Software Development', 'Sales/Retail']","['Computer Software', 'Computer Hardware']"
3494,Online Marketing Specialist,"['Writing/Editorial', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Computer Networking', 'Legal Services', 'Marketing and Advertising']"
10479,Azure Cloud System Engineer,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
10600,Web Designer,"['Creative/Design/Art', 'IT/Software Development']",['Marketing and Advertising']
7669,Sales Engineer - Combustion Equipment & Boiler Rooms,['nan'],['Construction - Residential & Commercial/Office']
4990,Medical Sales Representative - Qalubia,"['Medical/Healthcare', 'Pharmaceutical', 'Sales/Retail']","['Furniture', 'Medical Devices and Supplies', 'Manufacturing']"
2536,Product Owner / Business Analyst,"['Analyst/Research', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
1104,Office Admin,['Administration'],['Marketing and Advertising']
3875,Technical Support Specialist,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Retail', 'Health, Wellness and Fitness', 'Healthcare and Medical Services']"
8558,Senior MEP Procurement Engineer,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical']","['Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
1752,UI-UX Graphic Designer,['Creative/Design/Art'],"['Information Technology Services', 'Internet/E-commerce', 'Marketing and Advertising']"
5310,Maintenance Manager - Zagazig,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']",['Manufacturing']
5952,Supply Chain Coordinator,"['Purchasing/Procurement', 'Logistics/Supply Chain', 'Medical/Healthcare']","['Accounting and Auditing Services', 'Internet/E-commerce', 'Healthcare and Medical Services']"
8249,Digital Marketing Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Engineering Services', 'Construction - Residential & Commercial/Office', 'Security and Surveillance']"
2916,English Teacher in Tunisia - GT,['Education/Teaching'],"['Non-Profit Organizations', 'Education']"
8843,Application & Software Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Engineering Services', 'Information Technology Services', 'Apparel and Fashion']"
5754,Senior Facilities Officer,"['Purchasing/Procurement', 'Administration', 'Operations/Management']",['Manufacturing']
152,Telesales Agent,"['Marketing/PR/Advertising', 'Customer Service/Support', 'Sales/Retail']",['Marketing and Advertising']
5230,Accounting Manager - Cairo,['Accounting/Finance'],['Information Technology Services']
8667,Android Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
5679,Construction Manager - Architect,['Engineering - Construction/Civil/Architecture'],['Construction - Residential & Commercial/Office']
3907,Procurement Supervisor,['Purchasing/Procurement'],"['FMCG', 'Retail', 'Manufacturing']"
9940,Outdoor Sales Representative,['Sales/Retail'],"['Marketing and Advertising', 'Online Media', 'Graphic Design']"
2552,Senior Front End Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
2773,Senior IBM DataPower Gateway Software Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
7260,Senior ERP Software Tester,"['Quality', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Accounting and Auditing Services']"
3551,Digital Content Acquisition Specialist,['Business Development'],"['Information Technology Services', 'Music', 'Telecommunications']"
3722,Senior Software Developer - Front-End,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
7914,System Engineer,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Healthcare and Medical Services']
520,Junior .NET Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Capital Markets', 'Information Technology Services']"
8828,Electrical Technical Office Engineer,['nan'],"['Construction - Residential & Commercial/Office', 'Construction - Industrial Facilities and Infrastructure']"
8704,Primary English Teacher,['Education/Teaching'],['Education']
9743,Sales Agent,['Sales/Retail'],['Education']
4538,Software Business Analyst,"['Business Development', 'Analyst/Research', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
6175,Content Creator,"['Writing/Editorial', 'Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Writing and Editing']"
8072,Art Director,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Creative/Design/Art']",['Marketing and Advertising']
1822,Senior Account Manager,"['Operations/Management', 'Customer Service/Support', 'Project/Program Management']",['Marketing and Advertising']
4086,Senior Software Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
7316,SalesForce.com Tech. Lead,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Healthcare and Medical Services']
9517,UX/UI Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Telecommunications', 'Information Technology Services']"
6896,DevOps Specialist,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
1991,Senior Account Manager,"['Marketing/PR/Advertising', 'Customer Service/Support']","['Marketing and Advertising', 'Market Research']"
9584,Industrial Cost Accountant - Alexandria,['Accounting/Finance'],"['Real Estate/Property Management', 'Construction - Residential & Commercial/Office', 'Plastics']"
309,Back End Developer - REST to GraphQL Project - NodeJS,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
4308,Senior / Lead Software Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services', 'Computer Games']"
7700,Digital Marketing Internship - Indonesia- GE,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Education', 'Information Technology Services', 'Non-Profit Organizations']"
8444,CEO Personal Assistant,['Administration'],"['Manufacturing', 'Business Supplies and Equipment']"
3599,Senior Front-End Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Telecommunications', 'Computer Software']"
3622,Branch Manager,"['Pharmaceutical', 'Sales/Retail']","['Healthcare and Medical Services', 'Health, Wellness and Fitness']"
3811,Computer Science & Computer Engineering Fresh Graduates,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
6005,French Teacher - Elementary Stage,['Education/Teaching'],['Education']
3450,iOS Developer - Alexandria,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
4591,Supply Chain Coordinator,"['Purchasing/Procurement', 'Logistics/Supply Chain', 'Medical/Healthcare']","['Accounting and Auditing Services', 'Internet/E-commerce', 'Healthcare and Medical Services']"
205,Senior IT Specialist,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
10696,Senior General Accountant,['Accounting/Finance'],['Education']
1135,Community Manager,['Administration'],"['Real Estate/Property Management', 'Business Services - Other']"
6680,Passive Network Engineer,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Telecommunications', 'Information Technology Services']"
10208,Sales Representative - Alexandria,['Sales/Retail'],['Marketing and Advertising']
2749,Fire Specialist - Beirut,['Engineering - Construction/Civil/Architecture'],"['Consulting Services', 'Engineering Services']"
3613,3D BIM Discipline Lead – Mechanical,['Engineering - Mechanical/Electrical'],['Engineering Services']
305,Senior .NET / .NET Core Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
1849,Back-End Web Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Internet/E-commerce', 'Information Technology Services']"
7670,Sales Representative,['Sales/Retail'],"['Logistics and Supply Chain', 'Information Technology Services', 'Transportation']"
9866,Item Data Governance Specialist,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research']","['Automotive', 'Logistics and Supply Chain', 'Manufacturing']"
1988,Senior Full Stack PHP Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
3240,HR Manager,"['Administration', 'Human Resources']",['Computer Software']
2798,Mobile Maintenance Technician - Damanhour,['Installation/Maintenance/Repair'],"['Consumer Services', 'Information Technology Services', 'Telecommunications']"
4515,Financial Manager,['Accounting/Finance'],"['Other - Not Classified', 'Information Technology Services']"
5630,Direct Sales Specialist,['Sales/Retail'],"['Marketing and Advertising', 'Internet/E-commerce', 'Computer Software']"
8665,Senior IT Security Specialist,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer and Network Security', 'Automotive', 'Manufacturing']"
3109,Secretary,['Hospitality/Hotels/Food Services'],['Real Estate/Property Management']
4939,Account Manager,"['Sales/Retail', 'Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Computer Software']"
4059,Senior HR Specialist,['Human Resources'],"['Computer Software', 'Information Technology Services']"
1987,BackEnd Engineer Egypt,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Information Technology Services', 'Healthcare and Medical Services']"
5934,Senior .Net Core Developer,['IT/Software Development'],['Information Technology Services']
9661,Graphic Designer,['Creative/Design/Art'],['Healthcare and Medical Services']
8316,Patient Accountant,['Accounting/Finance'],['Healthcare and Medical Services']
383,Accountant - Tourism,['Accounting/Finance'],"['Travel and Tourism', 'Real Estate/Property Management', 'Airlines/Aviation']"
5634,Senior Full Stack .Net Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
4307,Maintenance Manager,"['Installation/Maintenance/Repair', 'Engineering - Other']",['Construction - Residential & Commercial/Office']
3388,Oracle Middle Ware Administrator,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
3156,German Language Instructor,"['Education/Teaching', 'Training/Instructor']","['Education', 'Training and Coaching']"
6053,Graphic Designer - Alexandria,['Creative/Design/Art'],"['Graphic Design', 'Information Technology Services', 'Marketing and Advertising']"
10865,Odoo Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Real Estate/Property Management', 'Manufacturing']"
6534,English Instructor - Mohandesin / 6th of October,"['Training/Instructor', 'Education/Teaching']",['Education']
2727,Sales Representative,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail']","['Business Services - Other', 'Internet/E-commerce', 'Information Technology Services']"
7540,Real Estate Sales Agent /Alexandria,['Sales/Retail'],"['Real Estate/Property Management', 'Marketing and Advertising', 'Consulting Services']"
9626,Office Manager,['Administration'],['Computer Software']
9453,Cost Accountant - 10th of Ramadan City,['Accounting/Finance'],"['Banking', 'Manufacturing', 'Information Technology Services']"
9033,Electromechanical Engineer/ Site & Technical Office,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']","['Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
10529,Secretary - Alexandria,['Administration'],"['Media Production', 'Broadcasting and Film', 'Marketing and Advertising']"
7194,Solution Developer / Back-End Developer Subject Code [BE01],"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
3832,SEO Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Healthcare and Medical Services', 'Marketing and Advertising']"
9475,Indoor Sales Representative,"['Customer Service/Support', 'Sales/Retail']","['Retail', 'Import and Export', 'Manufacturing']"
4776,UI/User Interface Developer,"['Engineering - Telecom/Technology', 'Creative/Design/Art', 'IT/Software Development']",['Information Technology Services']
4276,Full Stack Developer (R&D) - Alexandria,"['Engineering - Telecom/Technology', 'R&D/Science', 'IT/Software Development']","['Computer Hardware', 'Information Technology Services', 'Computer Software']"
253,Digital Marketing Intern - Indonesia #1 | ScaleUP -GE-RS,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Marketing and Advertising', 'Market Research', 'Capital Markets']"
7348,Senior Full Stack Developer ( .NET Angular 4+ ),"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
10434,Junior Software Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Other - Not Classified', 'Information Technology Services']"
2924,Sales Account Manager,"['Business Development', 'Sales/Retail']","['Business Services - Other', 'Information Technology Services', 'Computer Software']"
278,Account Manager,['Business Development'],"['Computer Software', 'Information Technology Services']"
6771,Radiology Technician,"['Installation/Maintenance/Repair', 'Medical/Healthcare', 'R&D/Science']","['Computer Software', 'Biotechnology', 'Medical Devices and Supplies']"
3252,Electrical Engineer,['Engineering - Mechanical/Electrical'],"['Computer Networking', 'Information Technology Services']"
7442,Planning Section Head,"['Manufacturing/Production', 'Engineering - Mechanical/Electrical']","['Engineering Services', 'Manufacturing']"
2480,Social Media Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Marketing and Advertising']
289,Business & Development Specialist,"['Marketing/PR/Advertising', 'Sales/Retail']","['Internet/E-commerce', 'Marketing and Advertising', 'Graphic Design']"
7247,Sales Team Leader ( Real Estate ),"['Customer Service/Support', 'Sales/Retail']","['Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
3075,SEO Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Manufacturing']
4073,Telesales Specialist,"['Sales/Retail', 'Customer Service/Support']","['Education', 'Business Services - Other', 'Engineering Services']"
2583,IT Help Desk - Sharqia,"['Installation/Maintenance/Repair', 'IT/Software Development']","['Retail', 'Manufacturing']"
7620,Software Quality Control Specialist,"['Quality', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
6108,Scrum Master - Tech Lead,['IT/Software Development'],['Computer Software']
5089,Graphic Designer,['Creative/Design/Art'],"['Broadcasting and Film', 'Architectural and Design Services', 'Marketing and Advertising']"
6332,Senior Network Engineer CCIE Security,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software', 'Computer and Network Security']"
8767,Office Manager And Customer Service Representative,"['Administration', 'Customer Service/Support']","['Engineering Services', 'Information Technology Services']"
8421,Sales Engineer,"['Engineering - Construction/Civil/Architecture', 'Sales/Retail', 'Customer Service/Support']",['Manufacturing']
10567,Marketing Coordinator,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Information Technology Services']
9137,Senior Web Designer UI/UX,"['IT/Software Development', 'Creative/Design/Art']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
